,DATE,TEAM_ABBREVIATION,OPP_TEAM_ABBREVIATION,PTS,OPP_PTS,WINS_LOSSES,OPP_WINS_LOSSES,MEAN_PTS,MEAN_PTS_QTR1,MEAN_PTS_QTR2,MEAN_PTS_QTR3,MEAN_PTS_QTR4,MEAN_FG_PCT,MEAN_FT_PCT,MEAN_FG3_PCT,MEAN_AST,MEAN_REB,MEAN_TOV,OPP_TEAM_MEAN_PTS,OPP_TEAM_MEAN_PTS_QTR1,OPP_TEAM_MEAN_PTS_QTR2,OPP_TEAM_MEAN_PTS_QTR3,OPP_TEAM_MEAN_PTS_QTR4,OPP_TEAM_MEAN_FG_PCT,OPP_TEAM_MEAN_FT_PCT,OPP_TEAM_MEAN_FG3_PCT,OPP_TEAM_MEAN_AST,OPP_TEAM_MEAN_REB,OPP_TEAM_MEAN_TOV,ODDS_ML_BETONLINE,ODDS_ML_BOGDOG,ODDS_ML_BUMBET,ODDS_ML_INTERTOPS,ODDS_ML_OPENING,OPP_ODDS_ML_BOGDOG,OPP_ODDS_ML_BUMBET,OPP_ODDS_ML_OPENING,OPP_ODDS_ML_BETONLINE,OPP_ODDS_ML_INTERTOPS
721,2020-02-01,IND,NY,85,92,31-17,13-36,110.06,26.54,28.15,27.35,27.06,47.67,79.41,37.29,26.21,42.79,12.23,104.08,26.29,25.84,26.10,25.61,43.71,69.03,33.67,21.20,46.06,13.78,-650,-670,-670,-670,-600,+435,+435,+460,+500,+480
722,2020-02-01,WAS,BKN,113,107,16-31,21-26,115.74,28.62,30.40,27.68,28.57,46.37,78.62,36.63,25.55,42.36,13.49,110.19,28.15,28.19,27.55,24.85,44.48,73.73,33.98,23.77,47.74,15.21,+110,+115,+115,+105,-115,-135,-135,-105,-130,-125
723,2020-02-01,DAL,ATL,123,100,29-19,13-36,116.23,29.54,29.38,29.67,27.02,46.17,76.67,36.34,24.06,47.38,12.25,109.20,26.65,28.39,27.35,26.41,44.49,77.25,32.28,23.33,43.02,16.24,-190,-190,-190,-190,-220,+165,+165,+190,+165,+165
724,2020-02-01,BOS,PHI,116,95,32-15,31-18,112.38,26.45,27.60,29.60,28.60,46.12,80.35,35.73,23.60,45.55,13.15,108.69,28.78,26.92,26.82,25.78,46.78,74.16,35.21,26.16,45.76,13.92,+100,+100,+100,-105,-155,-120,-120,+135,-120,-115
725,2020-02-01,SAN,CHR,114,90,21-26,16-32,113.60,27.17,28.36,29.60,27.19,47.14,80.31,36.69,24.55,45.85,12.57,103.23,26.56,25.69,25.44,24.56,43.30,74.65,35.06,24.02,42.60,14.15,-375,-400,-400,-410,-450,+300,+300,+350,+305,+320
726,2020-02-01,SAC,LAL,113,129,18-30,36-11,107.33,26.08,26.60,26.77,26.83,45.55,77.05,35.53,22.98,42.58,14.13,113.66,29.83,29.34,28.55,25.60,48.36,73.52,35.86,25.85,45.81,14.49,+250,+275,+275,+250,+250,-350,-350,-310,-300,-300
727,2020-02-01,POR,UTA,124,107,22-27,32-16,113.33,28.55,28.02,28.61,26.82,45.54,80.97,36.53,20.04,45.92,12.57,111.19,27.46,26.56,28.98,27.98,47.38,76.54,38.61,22.21,45.54,14.40,+215,+190,+190,+220,+180,-230,-230,-210,-255,-260
728,2020-02-02,DET,DEN,128,123,17-33,34-15,108.96,28.16,28.08,25.92,26.34,46.49,74.13,37.00,24.02,42.32,14.90,109.51,26.43,27.43,27.69,26.92,45.98,77.88,35.11,26.20,44.88,12.71,+123,+125,+125,+115,+110,-145,-145,-130,-143,-135
729,2020-02-02,HOU,NOP,117,109,30-18,20-29,118.71,30.00,30.67,29.21,27.77,45.41,78.05,34.94,21.54,46.44,14.40,115.20,28.90,28.61,28.55,28.10,45.81,73.50,37.39,25.78,46.08,15.29,-205,-190,-190,-190,-240,+165,+165,+200,+175,+165
730,2020-02-02,MIL,PHO,129,108,41-7,20-28,119.85,29.71,30.40,29.90,29.75,48.31,73.05,36.08,26.19,51.52,14.15,113.00,27.27,27.44,29.23,28.31,46.32,81.40,34.59,27.13,43.67,14.17,-900,-900,-900,-900,-900,+550,+550,+600,+640,+600
731,2020-02-02,TOR,CHI,129,102,35-14,19-32,112.29,28.10,27.86,28.35,27.27,45.61,79.40,37.23,25.61,45.61,13.65,105.98,26.14,26.82,26.49,26.02,44.06,76.89,34.34,23.02,42.51,14.31,-525,-600,-600,-530,-600,+400,+400,+460,+420,+400
732,2020-02-03,IND,DAL,103,112,31-18,30-19,109.55,26.22,28.14,27.45,26.80,47.57,79.01,37.22,26.10,42.61,12.20,116.37,29.67,29.31,29.78,27.00,46.18,76.90,36.63,24.10,47.49,12.18,-205,-210,-210,-220,-175,+175,+175,+155,+175,+180
733,2020-02-03,WAS,GS,117,125,17-31,11-39,115.69,28.58,30.44,27.56,28.65,46.32,78.23,36.46,25.46,42.54,13.40,106.14,25.46,27.30,26.14,26.02,43.14,81.32,34.25,25.08,43.50,14.06,-275,-270,-270,-260,-185,+220,+220,+165,+230,+220
734,2020-02-03,CLE,NY,134,139,13-37,14-36,105.50,26.12,25.90,26.04,26.90,45.18,76.95,34.57,21.90,44.40,15.58,103.84,26.24,25.84,26.02,25.50,43.67,69.13,33.56,21.16,46.28,13.74,+118,+120,+120,+115,-109,-140,-140,-109,-138,-135
735,2020-02-03,CHR,ORL,100,112,16-33,21-28,102.96,26.59,25.88,25.14,24.39,43.27,74.74,34.91,24.12,42.49,14.20,103.16,25.63,26.76,25.18,25.59,43.01,76.23,33.25,22.55,44.86,11.94,+175,+170,+170,+180,+130,-200,-200,-150,-205,-220
736,2020-02-03,ATL,BOS,115,123,13-37,33-15,109.02,26.64,28.28,27.26,26.44,44.41,77.23,32.25,23.24,43.16,16.14,112.46,26.56,27.58,29.54,28.63,46.15,80.26,35.56,23.42,45.48,13.08,+225,+215,+215,+215,+190,-260,-260,-230,-265,-255
737,2020-02-03,MIA,PHI,137,106,33-15,31-19,111.75,29.58,28.31,26.08,25.65,46.95,78.08,37.76,25.10,45.27,14.35,108.42,28.58,27.02,26.60,25.82,46.59,74.44,34.91,25.94,45.78,13.92,-143,-155,-155,-140,-147,+135,+135,+133,+123,+120
738,2020-02-03,BKN,PHO,119,97,21-27,20-29,110.13,28.31,28.13,27.46,24.81,44.42,73.51,33.98,23.79,47.85,15.21,112.90,27.24,27.41,29.20,28.31,46.14,81.51,34.47,26.98,43.80,14.08,-135,-130,-130,-130,-125,+110,+110,+105,+115,+110
739,2020-02-03,MEM,DET,96,82,24-25,18-33,113.49,29.16,27.43,28.90,27.71,47.45,77.98,35.83,27.61,45.27,14.80,109.33,28.20,28.27,25.84,26.24,46.58,74.15,37.15,24.20,42.33,14.82,-450,-450,-450,-430,-280,+325,+325,+230,+360,+335
740,2020-02-03,SAC,MIN,113,109,18-31,15-33,107.45,26.00,26.92,26.73,26.78,45.49,77.15,35.44,22.94,42.61,14.16,111.50,28.04,28.40,26.63,26.69,43.44,75.37,32.54,23.46,46.08,14.77,-115,-120,-120,-115,-119,+100,+100,+108,-105,-105
741,2020-02-03,LAC,SAN,108,105,34-15,22-26,115.43,28.76,29.90,28.90,27.67,46.05,78.59,36.05,23.49,48.12,14.59,113.60,27.23,28.19,29.58,27.35,47.24,80.05,36.67,24.60,45.81,12.52,-410,-460,-460,-440,-457,+330,+330,+374,+330,+340
742,2020-02-04,NOP,MIL,108,120,20-30,42-7,115.08,28.88,28.68,28.64,27.86,45.79,73.53,37.26,25.68,46.42,15.40,120.04,29.71,30.53,29.90,29.80,48.34,72.91,36.15,26.27,51.69,14.18,+220,+240,+240,+215,+225,-290,-290,-265,-260,-255
743,2020-02-04,HOU,CHR,125,110,31-18,16-34,118.67,30.00,30.76,29.16,27.71,45.26,78.19,34.85,21.55,46.37,14.24,102.90,26.54,25.96,25.10,24.36,43.33,74.61,34.80,24.12,42.56,14.16,-1000,-1000,-1000,-950,-1300,+600,+600,+790,+660,+625
744,2020-02-04,DEN,POR,127,99,34-16,23-27,109.78,26.78,27.30,27.62,26.82,46.06,77.86,35.03,26.28,44.92,12.64,113.54,28.64,28.06,28.66,26.88,45.65,81.00,36.79,20.04,46.02,12.56,-169,-175,-175,-175,-170,+155,+155,+150,+149,+155
745,2020-02-04,LAL,SAN,129,102,37-11,22-27,113.98,30.13,29.50,28.44,25.58,48.42,73.71,36.10,26.00,45.81,14.48,113.43,27.47,28.10,29.37,27.27,47.13,80.07,36.56,24.53,45.82,12.39,-625,-650,-650,-630,-800,+425,+425,+580,+485,+455
746,2020-02-05,DET,PHO,116,108,18-34,20-30,108.81,28.27,28.13,25.54,26.10,46.32,74.10,37.05,24.13,42.50,14.81,112.58,27.32,27.28,29.04,28.22,46.09,81.37,34.47,26.90,43.78,14.12,+125,+140,+140,+125,+125,-160,-160,-145,-145,-145
747,2020-02-05,BKN,GS,129,88,22-27,12-39,110.31,28.45,27.96,27.61,24.90,44.49,73.73,34.17,23.88,47.78,15.24,106.51,25.75,27.39,26.16,26.02,43.26,81.22,34.56,25.20,43.51,14.06,-300,-260,-260,-275,-400,+215,+215,+320,+250,+235
748,2020-02-05,TOR,IND,119,118,36-14,31-19,112.62,28.18,27.86,28.48,27.40,45.81,79.46,37.41,25.66,45.62,13.68,109.42,26.14,28.24,27.34,26.78,47.53,78.94,36.81,26.14,42.56,12.04,-245,-235,-235,-240,-241,+195,+195,+211,+205,+200
749,2020-02-05,BOS,ORL,116,100,34-15,22-28,112.67,26.59,27.67,29.65,28.61,46.29,80.38,35.66,23.37,45.45,13.12,103.34,25.62,26.84,25.26,25.62,43.20,75.96,33.55,22.80,44.70,11.88,-225,-245,-245,-225,-320,+205,+205,+260,+195,+185
750,2020-02-05,MIN,ATL,120,127,15-34,13-38,111.45,27.88,28.43,26.78,26.65,43.44,75.44,32.57,23.49,46.06,14.80,109.14,26.78,28.27,27.16,26.53,44.51,77.47,32.37,23.22,42.94,16.16,-178,-180,-180,-180,-229,+160,+160,+202,+158,+160
751,2020-02-05,OKC,CLE,109,103,30-20,13-38,110.54,26.24,28.10,27.94,27.12,47.04,80.41,35.25,22.16,43.36,13.12,106.06,26.33,25.88,26.27,26.90,45.41,76.77,34.93,22.14,44.20,15.55,-1150,-1300,-1300,-1000,-900,+725,+725,+600,+725,+650
752,2020-02-05,DAL,MEM,107,121,31-19,25-25,116.28,29.58,29.28,29.76,27.06,46.10,77.27,36.70,24.02,47.56,12.18,113.14,29.30,27.22,28.70,27.64,47.43,78.04,35.57,27.60,45.30,14.72,-170,-175,-175,-180,-180,+155,+155,+161,+150,+160
753,2020-02-05,UTA,DEN,95,98,32-17,35-16,111.10,27.59,26.41,29.00,27.90,47.27,76.73,38.74,22.14,45.37,14.29,110.12,26.98,27.29,27.78,26.82,46.16,77.73,35.36,26.35,45.02,12.65,-525,-500,-500,-480,-320,+350,+350,+260,+420,+365
754,2020-02-05,LAC,MIA,128,111,35-15,34-15,115.28,28.76,29.80,28.94,27.58,46.05,78.60,36.13,23.58,48.18,14.54,112.27,29.59,28.27,26.39,25.94,47.15,78.20,38.00,25.14,45.06,14.12,-275,-280,-280,-270,-275,+230,+230,+226,+230,+230
755,2020-02-06,NY,ORL,105,103,15-36,22-29,104.53,26.37,25.92,26.14,25.63,43.94,69.17,33.64,21.39,46.27,13.71,103.27,25.59,26.94,25.24,25.51,43.19,75.98,33.71,22.75,44.59,11.98,+141,+155,+155,+140,+135,-175,-175,-155,-161,-160
756,2020-02-06,CHI,NOP,119,125,19-33,20-31,105.90,26.19,26.96,26.40,25.85,43.96,76.62,34.26,23.06,42.48,14.35,114.94,28.96,28.67,28.55,27.76,45.63,73.56,37.04,25.69,46.47,15.43,+210,+210,+210,+200,+145,-250,-250,-165,-250,-240
757,2020-02-06,MIL,PHI,112,101,43-7,31-20,120.04,29.64,30.56,30.14,29.60,48.31,72.96,36.04,26.42,51.72,14.24,108.37,28.53,27.00,26.57,25.88,46.53,74.65,34.89,25.90,45.75,13.92,-460,-450,-450,-450,-450,+325,+325,+360,+370,+350
758,2020-02-06,POR,SAN,125,117,23-28,22-28,113.25,28.63,27.71,28.80,26.84,45.53,81.02,36.65,19.96,45.82,12.49,113.20,27.30,27.98,29.44,27.28,47.06,79.81,36.78,24.46,45.46,12.24,-156,-155,-155,-155,-150,+135,+135,+130,+136,+135
759,2020-02-06,LAL,HOU,111,121,38-11,32-18,114.29,29.94,29.51,28.59,25.92,48.62,73.59,36.23,26.04,46.06,14.45,118.80,29.84,30.94,29.18,27.82,45.24,78.27,34.81,21.62,46.26,14.04,-260,-250,-250,-260,-250,+210,+210,+210,+220,+220
760,2020-02-07,WAS,DAL,119,118,17-32,31-20,115.71,28.73,30.37,27.47,28.69,46.40,78.35,36.52,25.51,42.39,13.35,116.10,29.63,29.18,29.61,27.10,45.90,77.56,36.76,23.92,47.45,12.12,+129,+145,+145,+130,+160,-165,-165,-180,-149,-150
761,2020-02-07,PHI,MEM,119,107,31-21,26-25,108.23,28.48,26.96,26.50,25.90,46.33,74.43,35.10,25.87,45.83,13.87,113.29,29.33,27.24,28.94,27.51,47.53,77.98,35.77,27.59,45.43,14.63,-250,-270,-270,-250,-315,+220,+220,+255,+210,+210
762,2020-02-07,BOS,ATL,112,107,35-15,14-38,112.74,26.70,27.62,29.66,28.62,46.43,80.22,35.95,23.36,45.36,13.10,109.48,26.96,28.27,27.25,26.62,44.65,77.87,32.52,23.21,42.96,16.21,-900,-1000,-1000,-950,-500,+600,+600,+375,+640,+625
763,2020-02-07,OKC,DET,108,101,31-20,19-34,110.51,26.29,28.18,27.84,27.08,47.04,80.40,35.24,22.14,43.29,13.10,108.94,28.45,28.09,25.53,26.11,46.37,74.11,37.15,24.26,42.49,14.64,-1100,-1000,-1000,-950,-1000,+600,+600,+650,+700,+625
764,2020-02-07,IND,TOR,106,115,31-20,37-14,109.59,26.02,28.53,27.25,26.88,47.62,78.98,37.14,26.20,42.55,12.16,112.75,28.22,27.67,28.59,27.59,45.88,79.63,37.41,25.69,45.45,13.61,-117,-125,-125,-115,-105,+105,+105,-105,-103,-105
765,2020-02-07,PHO,HOU,127,91,20-31,33-18,112.49,27.39,27.33,28.96,28.10,46.23,81.35,34.66,26.94,43.65,14.14,118.84,29.80,31.02,29.27,27.75,45.34,78.41,35.00,21.59,46.08,14.08,+115,+125,+125,+115,+125,-145,-145,-145,-135,-135
766,2020-02-07,SAC,MIA,105,97,19-31,34-16,107.56,26.06,27.10,26.76,26.64,45.58,77.06,35.69,23.00,42.44,14.20,112.24,29.46,28.40,26.30,26.04,47.06,78.09,38.00,25.22,45.08,14.00,-117,+100,+100,+100,+105,-120,-120,-125,-103,-120
767,2020-02-07,UTA,POR,117,114,32-18,24-28,110.78,27.68,26.38,28.78,27.74,47.17,76.58,38.68,22.10,45.38,14.28,113.48,28.60,27.79,28.77,27.08,45.68,80.96,36.90,20.12,45.90,12.48,-500,-500,-500,-600,-354,+350,+350,+299,+385,+440
768,2020-02-08,ORL,MIL,95,112,22-30,44-7,103.27,25.46,26.96,25.44,25.40,43.23,76.26,33.62,22.73,44.48,12.13,119.88,29.49,30.59,30.18,29.53,48.28,72.87,35.97,26.27,51.88,14.24,+340,+320,+320,+315,+319,-440,-440,-381,-420,-400
769,2020-02-08,CHR,DAL,100,116,16-35,31-21,103.04,26.69,26.02,25.10,24.31,43.40,74.71,34.89,24.08,42.76,14.22,116.13,29.69,29.21,29.60,27.06,45.90,77.70,36.82,23.98,47.48,12.13,+132,+140,+140,+135,+145,-160,-160,-165,-152,-155
770,2020-02-08,DET,NY,92,95,19-35,16-36,108.80,28.37,28.00,25.44,26.24,46.30,74.10,36.97,24.17,42.39,14.54,104.54,26.44,25.88,26.06,25.69,44.00,69.16,33.59,21.50,46.13,13.69,+100,+100,+100,+100,-120,-120,-120,+100,-120,-120
771,2020-02-08,TOR,BKN,119,118,38-14,23-27,112.79,28.37,27.67,28.48,27.60,45.92,79.67,37.56,25.73,45.33,13.65,110.68,28.68,27.96,27.60,25.08,44.64,73.90,34.30,23.98,48.12,15.20,-280,-260,-260,-260,-333,+215,+215,+283,+235,+220
772,2020-02-08,IND,NOP,117,124,31-21,21-31,109.52,26.12,28.60,27.12,26.81,47.58,79.04,36.96,26.19,42.63,12.31,115.13,29.02,28.88,28.60,27.65,45.83,73.31,37.14,25.92,46.44,15.54,-205,-200,-200,-200,-145,+170,+170,+125,+175,+170
773,2020-02-08,MIN,LAC,142,115,15-35,36-15,111.62,27.80,28.50,26.66,26.98,43.56,75.43,32.45,23.38,45.80,14.82,115.53,28.69,29.80,29.10,27.75,46.14,78.53,36.40,23.80,48.24,14.47,+420,+400,+400,+410,+275,-600,-600,-350,-525,-550
774,2020-02-08,GS,LAL,120,125,12-40,38-12,106.15,25.73,27.29,25.98,25.98,43.12,81.09,34.02,25.10,43.33,13.92,114.22,29.92,29.60,28.62,25.76,48.64,73.61,36.08,26.18,45.90,14.46,+750,+725,+725,+725,+1100,-1300,-1300,-1800,-1200,-1300
775,2020-02-08,PHO,DEN,108,117,21-31,36-16,112.77,27.75,27.17,29.02,28.13,46.39,81.67,34.92,26.98,43.79,14.31,109.88,26.94,27.23,27.69,26.81,46.11,77.63,35.13,26.29,45.15,12.62,+141,+155,+155,+145,+105,-175,-175,-125,-161,-165
776,2020-02-08,SAC,SAN,122,102,20-31,22-29,107.51,26.14,27.00,26.84,26.55,45.64,76.73,35.88,23.12,42.31,14.20,113.27,27.45,27.92,29.49,27.24,47.01,80.03,36.76,24.47,45.33,12.08,+120,+120,+120,+120,+122,-140,-140,-135,-140,-140
777,2020-02-09,OKC,BOS,111,112,32-20,36-15,110.46,26.35,28.08,27.81,27.13,47.11,80.47,35.04,22.12,43.27,13.06,112.73,26.73,27.59,29.73,28.55,46.37,80.25,36.10,23.35,45.39,13.10,+106,+110,+110,+100,-125,-130,-130,+105,-126,-120
778,2020-02-09,PHI,CHI,118,111,32-21,19-34,108.43,28.43,27.06,26.74,25.83,46.47,74.25,35.41,26.02,45.91,13.98,106.15,26.17,27.15,26.26,26.08,44.07,76.30,34.42,23.09,42.43,14.36,-625,-650,-650,-580,-800,+425,+425,+550,+485,+425
779,2020-02-09,WAS,MEM,99,106,18-32,26-26,115.78,28.74,30.42,27.52,28.66,46.47,78.33,36.83,25.56,42.32,13.34,113.17,29.25,27.08,28.81,27.77,47.40,78.15,35.61,27.54,45.33,14.62,+121,+125,+125,+125,+103,-145,-145,-123,-141,-145
780,2020-02-09,ATL,NY,140,135,14-39,17-36,109.43,26.94,28.28,27.08,26.75,44.58,78.18,32.53,23.17,43.02,16.17,104.36,26.26,25.98,25.92,25.74,44.01,69.10,33.63,21.55,46.15,13.72,-205,-230,-230,-220,-145,+190,+190,+125,+175,+180
781,2020-02-09,HOU,UTA,113,114,33-19,33-18,118.31,29.73,30.98,29.06,27.56,45.14,78.53,34.75,21.48,45.75,14.10,110.90,27.76,26.37,28.80,27.76,47.21,76.46,38.59,22.08,45.59,14.29,-142,-150,-150,-145,-180,+130,+130,+158,+122,+125
782,2020-02-09,CLE,LAC,92,133,13-39,36-16,106.00,26.37,25.87,26.31,26.81,45.43,76.52,35.03,22.31,44.21,15.62,115.52,28.73,29.77,29.10,27.73,46.16,78.62,36.37,23.81,48.15,14.48,+210,+215,+215,+190,+320,-260,-260,-400,-250,-230
783,2020-02-09,POR,MIA,115,109,24-29,34-17,113.49,28.77,27.91,28.55,27.04,45.67,80.75,37.03,20.00,45.85,12.42,111.94,29.43,28.27,26.29,25.94,47.01,77.90,37.82,25.14,45.02,14.12,-195,-220,-220,-200,-145,+180,+180,+125,+170,+170
784,2020-02-10,ORL,ATL,135,126,22-31,15-39,103.11,25.43,26.87,25.43,25.38,43.11,76.28,33.41,22.83,44.51,12.08,110.00,26.81,28.52,27.19,26.67,44.60,78.48,32.59,23.28,43.15,16.13,-375,-380,-380,-400,-260,+290,+290,+215,+305,+315
785,2020-02-10,IND,BKN,105,106,31-22,23-28,109.66,26.11,28.60,27.17,26.91,47.68,78.91,36.91,26.17,42.53,12.34,110.82,28.82,27.76,27.73,25.18,44.64,74.09,34.35,24.04,48.08,15.08,-275,-275,-275,-265,-285,+225,+225,+240,+230,+225
786,2020-02-10,DET,CHR,76,87,19-36,16-36,108.49,28.36,27.89,25.29,26.22,46.34,74.03,37.10,24.11,42.13,14.56,102.98,26.37,26.15,25.04,24.52,43.41,74.67,34.80,23.90,42.69,14.13,-161,-165,-165,-155,-145,+145,+145,+125,+141,+135
787,2020-02-10,TOR,MIN,137,126,39-14,16-35,112.91,28.45,27.77,28.58,27.43,45.95,79.53,37.60,25.66,45.38,13.53,112.22,28.04,28.75,26.75,27.04,43.79,75.31,33.04,23.69,45.80,14.76,-380,-420,-420,-360,-600,+310,+310,+450,+310,+290
788,2020-02-10,MIL,SAC,123,111,45-7,21-31,119.73,29.50,30.63,30.00,29.50,48.22,72.98,36.02,26.27,52.08,14.27,107.79,26.10,27.02,27.04,26.67,45.77,76.50,36.24,23.15,42.25,14.12,-535,-620,-620,-590,-1400,+410,+410,+825,+430,+430
789,2020-02-10,DAL,UTA,119,123,32-21,34-18,116.13,29.72,29.28,29.60,26.96,45.99,77.89,37.01,24.08,47.45,12.09,110.96,27.71,26.42,28.77,27.87,47.24,76.57,38.61,22.13,45.63,14.31,-112,-115,-115,-120,-110,-105,-105,-110,-108,+100
790,2020-02-10,DEN,SAN,127,120,37-16,22-30,110.02,26.96,27.23,27.70,26.94,46.26,77.61,35.20,26.23,45.06,12.64,113.06,27.37,27.88,29.48,27.17,47.07,79.92,36.64,24.44,45.25,12.12,-275,-280,-280,-300,-280,+230,+230,+235,+230,+250
791,2020-02-10,GS,MIA,101,113,12-41,34-18,106.42,25.72,27.42,25.96,26.17,43.28,80.79,34.15,25.21,43.13,14.00,111.88,29.56,28.19,26.23,25.94,46.85,77.90,37.90,25.25,45.10,14.10,+230,+260,+260,+195,+215,-320,-320,-260,-270,-235
792,2020-02-10,LAL,PHO,125,100,39-12,21-32,114.43,29.98,29.67,28.65,25.82,48.71,73.61,36.31,26.24,45.92,14.65,112.68,27.92,26.98,28.92,28.17,46.34,82.00,34.79,26.94,43.74,14.28,-1000,-1000,-1000,-950,-750,+600,+600,+550,+660,+625
793,2020-02-11,WAS,CHI,126,114,18-33,19-35,115.45,28.76,30.31,27.57,28.37,46.22,78.27,36.52,25.55,42.47,13.22,106.24,26.15,27.20,26.30,26.11,44.16,76.30,34.47,23.09,42.43,14.43,-161,-165,-165,-160,-140,+145,+145,+120,+141,+140
794,2020-02-11,PHI,LAC,110,103,33-21,37-16,108.61,28.61,26.96,26.67,26.00,46.53,74.18,35.50,26.07,45.87,14.02,115.85,28.87,29.91,29.19,27.70,46.37,78.57,36.31,23.89,48.23,14.42,-110,+100,+100,+100,-105,-120,-120,-115,-110,-120
795,2020-02-11,NOP,POR,138,117,22-31,25-29,115.30,29.06,28.89,28.58,27.81,45.84,73.53,37.19,25.94,46.57,15.53,113.52,28.94,27.85,28.57,26.94,45.70,80.60,37.22,20.00,45.80,12.44,-145,-145,-145,-150,-135,+125,+125,+115,+125,+130
796,2020-02-11,OKC,SAN,106,114,32-21,22-31,110.47,26.45,28.09,27.72,27.13,47.08,80.37,35.13,21.96,43.28,13.00,113.19,27.60,27.87,29.42,27.17,47.09,80.08,36.92,24.60,45.08,12.08,-355,-370,-370,-350,-290,+285,+285,+245,+285,+280
797,2020-02-11,HOU,BOS,116,105,33-20,37-15,118.21,29.79,30.87,28.98,27.60,45.16,78.46,34.77,21.45,45.57,13.94,112.71,26.75,27.52,29.77,28.54,46.35,80.10,36.28,23.27,45.54,13.02,-135,-130,-130,-135,-140,+110,+110,+120,+115,+115
798,2020-02-12,CLE,ATL,127,105,13-40,15-40,105.74,26.26,25.92,26.25,26.66,45.25,76.34,34.76,22.30,44.23,15.62,110.29,26.84,28.60,27.33,26.73,44.75,78.69,32.79,23.45,42.93,16.05,+129,+135,+135,+130,+100,-155,-155,-120,-149,-150
799,2020-02-12,ORL,DET,116,112,23-31,19-37,103.70,25.37,27.00,25.65,25.69,43.30,76.30,33.73,23.02,44.52,12.04,107.91,28.05,27.86,25.23,26.05,46.15,74.14,36.76,24.05,42.30,14.68,-275,-280,-280,-275,-325,+230,+230,+270,+230,+235
800,2020-02-12,IND,MIL,118,111,31-23,46-7,109.57,26.15,28.44,27.26,26.87,47.70,78.84,36.64,26.20,42.48,12.22,119.79,29.66,30.42,30.02,29.60,48.15,73.15,36.16,26.26,52.13,14.25,-127,-115,-115,-120,+105,-105,-105,-125,+107,+100
801,2020-02-12,BKN,TOR,101,91,24-28,40-14,110.73,28.85,27.63,27.69,25.25,44.56,74.11,34.31,23.96,48.17,14.98,113.35,28.67,27.89,28.65,27.50,46.16,79.50,37.84,25.72,45.30,13.61,+150,+165,+165,+155,+125,-190,-190,-145,-170,-175
802,2020-02-12,NY,WAS,96,114,17-37,19-33,104.93,26.35,26.09,25.81,25.87,44.08,69.16,33.73,21.70,46.33,13.78,115.65,28.90,30.37,27.63,28.33,46.36,78.29,36.48,25.60,42.50,13.29,-147,-140,-140,-145,-140,+120,+120,+120,+127,+125
803,2020-02-12,MIN,CHR,108,115,16-36,17-36,112.48,28.19,28.94,26.60,27.13,43.82,75.59,33.27,23.69,45.65,14.92,102.68,26.26,26.15,24.92,24.45,43.29,74.80,34.61,23.81,42.74,14.06,-240,-245,-245,-240,-325,+205,+205,+270,+200,+200
804,2020-02-12,MEM,POR,111,104,27-26,25-30,113.04,29.04,27.11,28.89,27.74,47.29,77.74,35.23,27.38,45.64,14.58,113.58,29.07,27.87,28.44,27.02,45.73,80.55,37.01,20.02,45.69,12.47,-165,-160,-160,-160,-190,+140,+140,+165,+145,+140
805,2020-02-12,DAL,SAC,130,111,32-22,21-32,116.19,29.61,29.22,29.69,27.11,46.00,78.04,36.97,24.07,47.06,12.00,107.85,26.06,27.15,27.13,26.57,45.68,76.43,36.15,23.15,42.38,14.09,-375,-370,-370,-360,-315,+285,+285,+255,+305,+290
806,2020-02-12,PHO,GS,112,106,21-33,12-42,112.44,27.96,26.89,28.81,28.11,46.27,81.97,34.81,26.93,43.46,14.26,106.31,25.61,27.33,26.07,26.17,43.21,80.99,34.12,25.17,43.07,14.04,-275,-270,-270,-265,-320,+220,+220,+260,+230,+225
807,2020-02-12,UTA,MIA,116,101,35-18,35-18,111.19,27.79,26.66,28.77,27.77,47.45,76.56,38.69,22.23,45.62,14.43,111.91,29.45,28.38,26.13,26.02,46.90,77.80,37.87,25.45,45.09,14.04,-205,-190,-190,-200,-175,+165,+165,+155,+175,+170
808,2020-02-12,DEN,LAL,116,120,38-16,40-12,110.33,27.02,27.15,27.85,27.15,46.43,77.71,35.55,26.37,44.91,12.59,114.63,30.00,29.67,28.65,26.00,48.77,73.49,36.34,26.27,46.17,14.67,+124,+140,+140,+135,+105,-160,-160,-125,-144,-155
809,2020-02-13,BOS,LAC,141,133,37-16,37-17,112.57,26.60,27.57,29.62,28.64,46.30,80.10,36.24,23.28,45.58,13.11,115.61,28.74,29.94,29.07,27.67,46.33,78.48,36.46,23.91,48.11,14.31,-110,-115,-115,-115,-120,-105,-105,+100,-110,-105
810,2020-02-13,NOP,OKC,118,123,23-31,32-22,115.72,29.02,29.02,28.81,27.93,45.98,73.73,37.25,26.20,46.63,15.48,110.39,26.22,28.07,27.87,27.17,47.05,80.38,35.14,21.91,43.13,13.00,-170,-170,-170,-160,-130,+150,+150,+110,+150,+140
811,2020-02-20,DET,MIL,106,126,19-38,46-8,107.98,27.91,27.98,25.25,26.07,46.10,74.36,36.84,24.12,42.39,14.77,119.63,29.48,30.31,29.94,29.80,48.01,73.58,36.14,26.11,51.98,14.30,+700,+700,+700,+625,+650,-1200,-1200,-1000,-1100,-950
