,DATE,TEAM_ABBREVIATION,OPP_TEAM_ABBREVIATION,PTS,OPP_PTS,WINS_LOSSES,OPP_WINS_LOSSES,MEAN_PTS,MEAN_PTS_QTR1,MEAN_PTS_QTR2,MEAN_PTS_QTR3,MEAN_PTS_QTR4,MEAN_FG_PCT,MEAN_FT_PCT,MEAN_FG3_PCT,MEAN_AST,MEAN_REB,MEAN_TOV,OPP_TEAM_MEAN_PTS,OPP_TEAM_MEAN_PTS_QTR1,OPP_TEAM_MEAN_PTS_QTR2,OPP_TEAM_MEAN_PTS_QTR3,OPP_TEAM_MEAN_PTS_QTR4,OPP_TEAM_MEAN_FG_PCT,OPP_TEAM_MEAN_FT_PCT,OPP_TEAM_MEAN_FG3_PCT,OPP_TEAM_MEAN_AST,OPP_TEAM_MEAN_REB,OPP_TEAM_MEAN_TOV,ODDS_ML_BETONLINE,ODDS_ML_BOGDOG,ODDS_ML_BUMBET,ODDS_ML_INTERTOPS,ODDS_ML_OPENING,OPP_ODDS_ML_BOGDOG,OPP_ODDS_ML_BUMBET,OPP_ODDS_ML_OPENING,OPP_ODDS_ML_BETONLINE,OPP_ODDS_ML_INTERTOPS
246,2019-11-25,SAN,LAL,104,114,6-11,14-2,112.82,26.29,28.53,31.12,26.88,47.44,77.78,35.93,24.06,46.12,13.88,111.94,27.88,28.25,29.50,25.31,47.86,74.93,35.46,26.50,45.56,14.81,+160,+175,+175,+165,+189,-210,-210,-213,-180,-190
247,2019-11-26,DAL,LAC,99,114,11-5,12-5,119.06,30.50,31.81,29.31,27.00,47.14,76.37,36.59,25.31,47.75,12.56,114.24,26.47,27.35,28.94,30.88,46.14,78.44,34.98,23.18,48.94,15.94,+105,+110,+110,+105,+113,-130,-130,-125,-125,-125
248,2019-11-26,DEN,WAS,117,104,12-3,5-9,106.67,25.60,25.60,27.67,26.27,44.40,74.03,35.87,25.73,46.93,12.80,119.07,30.00,30.43,27.64,31.00,48.07,80.92,37.89,28.79,42.79,14.21,-550,-650,-650,-550,-409,+425,+425,+339,+445,+410
249,2019-11-27,BOS,BKN,121,110,12-4,9-8,110.19,24.38,27.25,28.56,29.56,44.11,79.89,34.29,24.13,46.06,12.00,112.71,28.06,28.18,29.12,25.94,44.91,74.89,34.19,22.94,47.12,15.35,-385,-420,-420,-380,-357,+310,+310,+270,+325,+300
250,2019-11-27,CHR,DET,102,101,6-12,6-11,105.94,26.94,29.11,24.89,24.50,44.94,72.08,36.29,23.67,40.94,16.11,107.24,28.88,27.06,24.94,26.35,46.39,76.37,39.02,24.65,41.88,16.59,+150,+160,+160,+155,+148,-180,-180,-165,-170,-175
251,2019-11-27,CLE,ORL,104,116,5-12,6-10,104.41,24.88,25.00,26.71,27.82,43.15,78.28,33.52,19.94,44.12,14.00,101.25,27.31,23.38,24.81,25.75,42.34,78.16,31.11,22.38,45.88,12.38,-120,-105,-105,-105,-120,-115,-115,+101,+100,-115
252,2019-11-27,PHI,SAC,97,91,11-6,7-9,109.41,28.76,27.24,28.00,24.71,47.04,72.58,35.77,26.76,47.00,16.06,105.31,27.44,26.88,24.88,26.13,45.16,77.92,36.85,22.81,41.19,15.50,-465,-500,-500,-470,-449,+350,+350,+368,+390,+360
253,2019-11-27,IND,UTA,121,102,10-6,11-6,108.81,26.31,28.25,28.31,25.50,46.71,81.99,36.32,25.44,46.25,13.31,107.06,28.00,26.24,26.47,26.35,45.56,77.31,38.49,21.18,45.35,15.71,-118,-115,-115,-120,-103,-105,-105,-115,-102,+100
254,2019-11-27,TOR,NY,126,98,12-4,4-13,112.88,27.00,28.94,29.94,26.19,46.32,81.90,39.34,25.44,45.94,14.69,102.00,23.24,27.18,27.00,24.59,43.00,67.08,37.80,20.65,45.65,15.12,-505,-600,-600,-520,-550,+400,+400,+445,+410,+390
255,2019-11-27,MIL,ATL,111,102,14-3,4-13,119.88,28.76,29.47,30.24,31.12,47.30,72.12,34.15,24.35,51.76,15.18,108.12,26.88,27.12,27.35,26.41,45.39,73.75,31.24,23.82,42.24,17.29,-1350,-1600,-1600,-1400,-1600,+800,+800,+1025,+900,+750
256,2019-11-27,MEM,LAC,119,121,5-11,13-5,109.25,29.63,26.75,26.13,25.88,45.93,76.14,35.52,27.13,45.00,16.13,114.22,26.89,27.39,29.06,30.33,45.91,77.92,34.89,23.11,49.33,15.83,+225,+225,+225,+225,+234,-275,-275,-303,-265,-265
257,2019-11-27,HOU,MIA,117,108,11-6,12-4,118.24,27.47,30.53,30.00,28.29,44.35,77.35,33.33,21.29,47.12,14.88,111.06,29.19,29.00,26.44,25.81,48.06,76.09,38.83,25.88,44.25,17.81,-325,-330,-330,-320,-244,+265,+265,+192,+270,+260
258,2019-11-27,SAN,MIN,101,113,6-12,9-8,112.33,26.06,28.83,30.83,26.61,47.39,77.86,36.16,24.00,45.83,13.83,114.12,30.41,28.24,27.18,26.24,44.07,74.38,31.70,23.53,48.06,15.29,-155,-150,-150,-155,-125,+130,+130,+105,+135,+135
259,2019-11-27,PHO,WAS,132,140,8-8,5-10,113.75,28.44,26.38,29.44,28.75,45.98,81.89,36.96,27.38,42.50,14.31,118.07,29.53,30.00,27.27,31.27,47.67,79.86,36.90,28.60,42.33,14.07,-285,-280,-280,-290,-350,+230,+230,+290,+240,+245
260,2019-11-27,NOP,LAL,110,114,6-11,15-2,116.00,29.06,27.71,29.18,29.76,45.69,72.60,38.17,25.88,45.35,16.00,112.06,27.71,28.29,29.65,25.47,47.95,74.52,35.91,26.59,45.24,14.47,+255,+265,+265,+250,+230,-330,-330,-275,-305,-300
261,2019-11-27,POR,OKC,136,119,6-12,6-10,112.72,27.00,26.67,28.33,28.00,44.72,80.77,36.42,19.78,46.17,13.94,106.69,26.81,28.19,25.69,24.75,46.00,79.27,35.58,22.00,42.75,14.88,-145,-150,-150,-140,-145,+130,+130,+125,+125,+120
262,2019-11-27,GS,CHI,104,90,3-15,6-12,107.61,26.67,26.28,26.56,27.61,43.27,84.16,32.46,24.50,43.39,13.50,107.11,27.06,26.61,25.83,27.61,42.72,75.00,33.91,23.11,44.11,14.72,+115,+120,+120,+110,+110,-140,-140,-130,-135,-130
263,2019-11-29,BKN,BOS,112,107,9-9,13-4,112.56,27.78,28.83,28.78,25.83,44.88,73.74,34.47,23.44,46.61,15.33,110.82,24.71,27.24,28.88,29.59,44.13,80.60,34.52,24.06,46.59,12.12,+165,+175,+175,+165,+121,-210,-210,-149,-190,-190
264,2019-11-29,DET,CHR,107,110,6-12,7-12,106.89,29.06,27.11,24.67,26.06,46.40,75.78,38.57,24.56,42.11,16.11,105.74,27.16,28.84,25.21,24.05,44.91,72.71,35.70,23.84,40.95,15.42,-360,-350,-350,-380,-455,+275,+275,+335,+300,+300
265,2019-11-29,ORL,TOR,83,90,7-10,13-4,102.12,27.29,23.88,25.00,25.94,42.71,78.36,31.44,22.41,45.18,12.29,113.65,26.65,29.41,30.00,26.82,46.48,81.64,40.13,25.47,46.29,14.53,+137,+145,+145,+140,+123,-165,-165,-152,-157,-160
266,2019-11-29,CLE,MIL,110,119,5-13,15-3,104.39,25.00,25.00,26.39,28.00,43.28,78.71,33.45,19.94,44.39,14.61,119.39,29.00,29.33,29.72,31.06,47.33,71.61,33.93,24.39,51.50,15.11,+600,+475,+475,+525,+450,-750,-750,-667,-800,-750
267,2019-11-29,NY,PHI,95,101,4-14,12-6,101.78,23.56,26.61,26.78,24.83,42.69,67.98,37.15,20.56,45.61,15.28,108.72,28.56,26.94,28.06,24.50,46.99,73.25,34.98,26.39,47.17,16.11,+215,+225,+225,+210,+255,-255,-255,-333,-255,-250
268,2019-11-29,IND,ATL,105,104,11-6,4-14,109.53,26.00,28.47,28.76,25.88,47.04,81.94,36.32,25.29,46.00,13.24,107.78,26.33,27.94,27.11,26.06,45.10,73.47,31.30,23.72,42.61,17.28,-650,-620,-620,-650,-500,+410,+410,+360,+500,+470
269,2019-11-29,MIA,GS,122,105,12-5,4-15,110.88,28.82,28.41,26.41,26.65,47.95,75.96,38.77,25.65,44.06,17.82,107.42,26.58,26.37,26.47,27.53,43.38,83.52,32.74,24.84,43.95,13.84,-715,-800,-800,-750,-909,+500,+500,+570,+550,+525
270,2019-11-29,OKC,NOP,109,104,6-11,6-12,107.41,26.76,27.94,25.76,25.76,45.90,79.25,35.29,21.82,42.47,14.35,115.67,29.56,27.61,28.94,29.28,45.43,73.42,38.42,25.56,45.17,16.17,-193,-190,-190,-200,-179,+165,+165,+145,+168,+170
271,2019-11-29,MEM,UTA,94,103,5-12,11-7,109.82,29.71,26.88,26.24,26.18,45.98,76.81,35.73,27.06,45.18,16.35,106.78,27.56,26.06,27.06,26.11,45.44,77.46,38.08,21.06,45.06,15.72,+270,+260,+260,+270,+190,-320,-320,-238,-325,-330
272,2019-11-29,SAN,LAC,107,97,6-13,14-5,111.74,25.95,28.53,30.84,26.42,47.10,78.03,35.01,24.05,45.84,13.42,114.58,27.32,27.47,29.00,30.26,45.93,77.82,34.84,23.47,49.00,15.79,+195,+190,+190,+185,+166,-230,-230,-208,-225,-225
273,2019-11-29,PHO,DAL,113,120,8-9,11-6,114.82,28.76,26.88,29.24,29.24,46.33,82.21,37.12,27.47,42.35,14.35,117.88,30.29,31.06,29.41,26.71,46.66,76.66,36.16,24.76,47.65,13.00,+123,+130,+130,+120,-115,-150,-150,-103,-143,-140
274,2019-11-29,POR,CHI,107,103,7-12,6-13,113.95,27.79,26.37,29.00,28.21,45.11,81.88,36.90,19.95,46.58,13.68,106.21,26.53,26.84,25.79,27.05,42.48,74.66,33.93,22.95,44.00,14.84,-305,-300,-300,-300,-345,+250,+250,+266,+255,+250
275,2019-11-29,LAL,WAS,125,103,16-2,6-10,112.17,27.56,28.33,29.39,26.00,48.15,74.35,35.79,26.50,44.78,14.50,119.44,29.94,30.50,27.69,31.31,48.24,80.86,37.99,28.81,41.81,14.06,-735,-750,-750,-780,-1000,+475,+475,+600,+570,+540
276,2019-11-30,SAC,DEN,100,97,7-10,13-3,104.47,26.88,26.94,24.53,26.12,44.89,76.99,36.26,22.76,41.24,15.24,107.31,25.56,26.44,27.31,26.56,44.88,74.02,35.32,26.06,47.63,13.25,+156,+165,+165,+150,+161,-190,-190,-180,-176,-170
277,2019-11-30,PHI,IND,119,116,13-6,12-6,108.32,28.00,26.63,28.21,24.84,46.82,73.88,34.62,26.16,47.11,16.11,109.28,25.78,28.06,28.78,25.67,46.76,81.33,35.59,24.94,45.83,13.33,-260,-260,-260,-265,-238,+215,+215,+189,+220,+225
278,2019-11-30,HOU,ATL,158,111,12-6,4-15,118.17,27.44,31.00,29.72,28.17,44.45,77.44,33.37,21.17,46.89,14.89,107.58,26.16,28.11,26.26,26.21,44.98,74.29,31.14,23.21,42.95,17.63,-1200,-1500,-1500,-1200,-1034,+775,+775,+735,+825,+700
279,2019-11-30,MIL,CHR,137,96,16-3,8-12,119.37,29.47,29.32,29.84,30.47,47.52,71.71,33.99,24.58,51.26,15.00,105.95,27.70,28.60,25.10,24.10,45.06,72.73,36.48,23.95,40.75,15.15,-1300,-1300,-1300,-1200,-1283,+725,+725,+871,+875,+700
280,2019-12-01,BKN,MIA,106,109,10-9,13-5,112.53,27.95,28.74,28.79,25.79,44.96,73.62,34.87,23.79,46.74,15.47,111.50,29.50,28.50,26.28,26.67,48.27,75.91,39.34,25.50,44.28,17.67,+165,+165,+165,+165,+134,-190,-190,-149,-190,-190
281,2019-12-01,NY,BOS,104,113,4-15,13-5,101.42,23.95,26.26,26.26,24.95,42.74,67.24,37.25,20.21,45.16,15.21,110.61,24.67,27.44,28.72,29.39,44.12,80.38,34.41,23.61,46.67,12.50,+265,+270,+270,+270,+290,-340,-340,-350,-315,-330
282,2019-12-01,MIN,MEM,107,115,10-8,5-13,114.06,29.94,28.61,27.00,26.56,44.04,74.58,32.44,23.78,48.33,15.06,108.94,29.39,27.11,25.78,25.89,45.60,75.93,35.34,26.78,45.72,16.06,-900,-900,-900,-900,-466,+550,+550,+380,+675,+600
283,2019-12-01,LAL,DAL,100,114,17-2,12-6,112.84,28.05,28.58,29.68,25.68,48.34,74.40,36.24,26.63,44.89,14.68,118.00,30.33,30.56,29.78,26.94,46.37,77.47,36.16,24.50,47.61,12.72,-260,-275,-275,-270,-285,+225,+225,+246,+220,+230
284,2019-12-01,NOP,OKC,104,107,6-13,7-11,115.05,29.37,27.58,29.05,28.79,45.40,73.32,37.94,25.21,45.11,16.00,107.50,27.17,27.94,25.28,26.00,46.01,78.64,35.48,22.11,42.44,14.17,-136,-140,-140,-140,-131,+120,+120,+119,+116,+120
285,2019-12-01,DET,SAN,132,98,6-13,7-13,106.89,29.47,26.74,24.84,25.84,46.56,74.60,38.82,24.68,42.26,15.95,111.50,26.00,28.40,30.75,26.35,46.89,78.48,35.28,24.25,45.95,13.20,-145,-140,-140,-145,-170,+120,+120,+145,+125,+125
286,2019-12-01,ORL,GS,100,96,7-11,4-16,101.06,27.06,23.89,24.28,25.83,42.31,78.57,31.06,22.11,45.56,12.83,107.30,26.30,26.90,26.20,27.45,43.19,83.84,32.88,24.55,43.25,13.60,-330,-370,-370,-370,-380,+285,+285,+318,+275,+295
287,2019-12-01,TOR,UTA,130,110,14-4,12-7,112.33,26.28,28.89,29.78,26.67,45.97,80.15,39.48,25.22,46.28,14.44,106.58,27.26,25.63,27.47,26.21,45.11,77.52,37.86,20.89,45.42,15.16,-130,-145,-145,-130,-140,+125,+125,+120,+110,+110
288,2019-12-01,LAC,WAS,150,125,14-6,6-11,113.70,27.45,27.25,28.45,30.05,45.58,78.38,34.92,23.45,48.95,15.70,118.47,29.53,30.24,27.82,30.88,47.72,81.37,37.31,28.59,42.00,14.24,-850,-1000,-1000,-900,-877,+600,+600,+600,+635,+600
289,2019-12-02,CHR,PHO,104,109,8-13,8-10,105.48,27.57,28.38,25.14,23.95,44.60,73.00,36.29,23.81,41.33,15.00,114.72,28.56,26.78,29.78,28.94,46.20,81.63,36.95,27.56,42.61,14.11,+144,+160,+160,+145,+150,-180,-180,-170,-164,-165
290,2019-12-02,PHI,UTA,103,94,14-6,12-8,108.85,28.50,26.65,28.20,24.90,46.93,75.05,35.13,26.20,46.35,15.90,106.75,26.90,25.20,28.55,26.10,44.96,77.23,37.82,20.90,45.70,15.30,-205,-225,-225,-220,-205,+185,+185,+175,+175,+180
291,2019-12-02,ATL,GS,104,79,4-16,4-17,107.75,25.90,28.25,26.00,26.80,44.86,74.59,31.24,23.35,42.25,17.40,106.76,26.10,27.00,25.90,27.33,43.02,83.59,32.63,24.38,43.38,13.43,-245,-250,-250,-260,-205,+210,+210,+175,+205,+220
292,2019-12-02,MEM,IND,104,117,6-13,12-7,109.26,29.16,26.89,26.42,26.05,45.33,76.22,35.65,26.79,45.95,15.79,109.63,25.95,28.47,28.74,25.53,47.13,81.52,36.23,24.79,45.05,13.63,+405,+350,+350,+380,+400,-500,-500,-549,-500,-510
293,2019-12-02,MIL,NY,132,88,17-3,4-16,120.25,29.60,29.55,30.10,30.75,47.98,71.37,34.61,25.40,51.35,14.60,101.55,24.25,26.35,26.30,24.65,42.88,67.47,36.97,19.95,44.85,15.15,-3000,-2100,-2100,-2000,-1667,+975,+975,+850,+1500,+900
294,2019-12-02,SAC,CHI,106,113,8-10,6-14,104.22,26.33,26.72,24.67,25.94,44.50,77.52,35.62,22.72,41.72,15.17,106.05,26.60,26.45,26.05,26.95,42.27,74.30,34.09,23.00,44.15,14.65,-195,-200,-200,-190,-205,+170,+170,+175,+170,+165
295,2019-12-03,CLE,DET,94,127,5-14,7-13,104.68,25.21,24.63,27.21,27.63,43.63,78.04,34.38,20.58,44.21,14.58,108.15,29.60,26.75,25.45,26.35,47.22,74.51,39.30,25.10,42.65,15.90,+133,+140,+140,+140,+100,-160,-160,-114,-153,-160
296,2019-12-03,WAS,ORL,120,127,6-12,8-11,118.83,29.83,29.78,28.56,30.67,47.62,80.80,37.28,28.78,42.06,14.22,101.00,27.00,23.95,24.11,25.95,42.33,78.02,31.19,22.05,45.68,12.79,-112,-115,-115,-120,-107,-105,-105,-107,-108,+100
297,2019-12-03,NOP,DAL,97,118,6-14,13-6,114.50,29.35,27.50,28.70,28.70,45.37,73.71,38.27,25.05,44.90,15.75,117.79,30.05,30.74,30.05,26.58,46.20,77.28,36.07,24.47,47.79,12.74,+175,+185,+185,+165,+158,-225,-225,-172,-205,-190
298,2019-12-03,TOR,MIA,110,121,15-4,14-5,113.26,26.84,29.47,29.79,26.47,46.31,80.19,40.17,25.79,46.11,14.42,111.37,29.63,28.37,26.21,26.63,47.71,76.26,38.93,25.00,44.63,17.21,-240,-260,-260,-230,-204,+215,+215,+163,+200,+190
299,2019-12-03,SAN,HOU,135,133,7-14,13-6,110.86,26.05,28.19,30.24,26.38,46.61,78.84,34.88,24.05,45.24,12.95,120.26,28.00,31.63,30.58,28.32,45.18,77.92,34.29,21.63,47.16,14.89,+255,+265,+265,+250,+116,-330,-330,-143,-305,-300
300,2019-12-03,DEN,LAL,96,105,13-4,17-3,106.71,25.65,26.65,26.76,25.88,44.68,73.58,35.26,25.88,47.65,13.41,112.20,28.15,28.75,29.05,25.45,48.22,74.65,35.77,26.55,44.90,14.80,-133,-120,-120,-135,-130,+100,+100,+116,+113,+115
301,2019-12-03,LAC,POR,117,97,15-6,8-12,115.43,28.00,28.00,28.71,30.24,46.06,78.49,35.33,23.38,49.10,15.71,113.60,27.65,26.45,28.95,28.10,45.12,81.45,36.74,19.95,46.70,13.65,-460,-500,-500,-460,-407,+350,+350,+348,+385,+355
302,2019-12-04,CHR,GS,106,91,8-14,4-18,105.41,27.27,27.91,25.55,24.27,44.60,73.43,35.97,23.95,41.86,15.18,105.50,25.95,26.55,25.32,27.27,42.88,83.59,32.22,24.05,43.50,13.86,-135,-135,-135,-140,-170,+115,+115,+150,+115,+120
303,2019-12-04,DET,MIL,103,127,8-13,18-3,109.05,29.71,26.90,25.90,26.52,47.59,74.25,39.94,25.48,42.81,15.67,120.81,29.76,30.00,30.00,30.81,48.33,70.86,35.07,25.62,51.67,14.52,+405,+335,+335,+355,+221,-470,-470,-286,-500,-460
304,2019-12-04,ORL,PHO,128,114,9-11,9-10,102.30,27.25,24.55,24.35,26.15,42.78,77.78,32.05,22.25,45.80,12.80,114.42,28.53,27.00,29.32,28.95,46.10,81.10,35.99,27.68,42.32,13.74,+105,+115,+115,+105,+100,-135,-135,-120,-125,-125
305,2019-12-04,ATL,BKN,118,130,5-16,10-10,107.57,25.62,28.29,26.05,26.86,44.92,75.15,31.09,23.24,42.05,17.24,112.20,28.05,29.05,28.15,25.75,44.91,73.66,34.78,23.80,46.80,15.30,+130,+125,+125,+130,-103,-145,-145,-115,-150,-150
306,2019-12-04,BOS,MIA,112,93,14-5,15-5,110.74,25.00,27.42,28.42,29.53,44.12,80.00,34.55,23.68,46.53,12.53,111.85,29.75,28.25,26.15,26.55,47.57,76.25,38.96,25.20,45.15,16.90,-205,-245,-245,-220,-220,+205,+205,+190,+175,+180
307,2019-12-04,OKC,IND,100,107,8-11,13-7,107.47,27.47,27.68,25.32,25.95,46.06,78.54,35.36,21.95,42.68,14.00,110.00,25.85,28.70,28.70,25.85,47.27,81.74,36.65,25.10,45.00,13.70,+100,+105,+105,+100,-110,-125,-125,-100,-120,-120
308,2019-12-04,CHI,MEM,106,99,7-14,6-14,106.38,26.38,26.76,26.19,27.05,42.49,75.00,34.54,22.86,43.57,14.81,109.00,28.65,26.95,26.40,26.30,45.21,77.12,35.09,26.60,45.55,15.55,-285,-280,-280,-265,-250,+230,+230,+199,+240,+225
309,2019-12-04,DAL,MIN,121,114,14-6,10-9,117.80,29.75,30.95,29.80,26.95,46.05,77.69,36.41,24.35,47.95,12.60,113.68,29.47,28.47,27.26,26.63,43.79,75.35,32.35,23.68,48.58,15.11,-225,-240,-240,-220,-155,+200,+200,+135,+195,+180
310,2019-12-04,UTA,LAL,96,121,12-9,18-3,106.14,26.71,24.90,28.33,26.19,45.05,76.76,37.31,21.00,45.52,15.48,111.86,28.14,28.90,28.81,25.24,48.14,74.13,35.52,26.43,45.43,14.86,-125,-115,-115,-130,-130,-105,-105,+110,+105,+110
311,2019-12-04,POR,SAC,127,116,8-13,8-11,112.81,27.76,26.57,28.38,27.76,45.01,81.40,36.32,19.95,46.81,13.62,104.32,26.16,26.42,24.95,26.26,44.69,77.93,35.20,22.68,41.68,15.32,-212,-240,-240,-205,-150,+200,+200,+130,+182,+175
312,2019-12-05,WAS,PHI,119,113,6-13,15-6,118.89,29.63,29.68,28.84,30.74,47.77,80.65,37.12,28.42,41.84,14.00,108.57,28.62,26.76,28.05,24.57,46.62,74.79,35.75,26.10,46.38,15.81,+290,+290,+290,+280,+242,-380,-380,-279,-350,-350
313,2019-12-05,NY,DEN,92,129,4-17,13-5,100.90,23.81,26.52,25.86,24.71,42.27,67.42,36.26,19.62,44.67,14.86,106.11,25.56,26.56,26.78,25.56,44.46,74.53,34.46,25.89,46.94,13.28,+310,+335,+335,+315,+240,-470,-470,-312,-370,-400
314,2019-12-05,TOR,HOU,109,119,15-5,13-7,113.10,26.65,29.50,29.70,26.50,45.90,80.22,39.32,25.75,46.20,14.25,120.90,27.85,31.95,30.75,27.80,44.71,78.90,34.02,21.65,47.80,14.95,-128,-130,-130,-130,-115,+110,+110,+104,+108,+110
315,2019-12-05,NOP,PHO,132,139,6-15,9-11,113.67,29.10,27.57,28.38,28.38,45.13,73.47,37.70,24.81,45.00,15.52,114.40,28.95,26.70,29.25,28.90,46.24,80.45,36.43,28.10,41.65,13.70,-178,-180,-180,-180,-150,+160,+160,+130,+158,+160
316,2019-12-06,CHR,BKN,104,111,9-14,11-10,105.43,27.30,28.00,25.65,24.09,44.66,73.25,36.43,24.22,41.96,15.09,113.05,27.76,29.29,28.48,26.38,45.17,74.21,35.19,23.90,47.10,15.33,+132,+135,+135,+135,+120,-155,-155,-140,-152,-155
317,2019-12-06,DET,IND,108,101,8-14,14-7,108.77,29.45,26.77,25.82,26.73,47.31,73.77,39.45,25.45,42.68,15.45,109.86,25.86,28.43,28.76,25.95,47.32,81.77,36.69,24.81,44.71,13.43,+105,+110,+110,-105,+120,-130,-130,-147,-125,-115
318,2019-12-06,CLE,ORL,87,93,5-15,10-11,104.15,25.35,24.30,26.95,27.55,43.59,77.83,34.17,20.35,43.95,14.50,103.52,27.43,25.00,25.00,26.10,43.46,77.87,32.97,22.48,45.76,13.10,+180,+185,+185,+170,+141,-225,-225,-157,-210,-200
319,2019-12-06,BOS,DEN,108,95,15-5,14-5,110.80,24.75,27.65,28.50,29.55,44.11,80.08,34.81,23.55,46.45,12.35,107.32,25.95,26.95,27.00,25.84,45.06,73.64,35.79,26.53,47.00,13.26,-165,-170,-170,-170,-150,+150,+150,+130,+145,+150
320,2019-12-06,CHI,GS,98,100,8-14,4-19,106.36,26.41,26.59,26.27,27.09,42.51,74.86,34.75,22.82,43.86,15.05,104.87,25.70,26.87,25.17,26.74,43.00,83.12,32.47,23.78,43.22,13.96,-195,-210,-210,-205,-210,+175,+175,+175,+170,+175
321,2019-12-06,OKC,MIN,139,127,8-12,10-10,107.10,27.55,27.35,25.45,25.75,46.20,78.78,35.32,22.10,42.40,13.85,113.70,29.25,28.60,27.30,26.80,43.68,75.98,32.95,23.65,48.35,14.95,-165,-160,-160,-165,-140,+140,+140,+120,+145,+145
322,2019-12-06,MIA,WAS,112,103,15-6,7-13,110.95,29.67,27.67,26.10,26.43,47.40,75.89,38.84,24.95,44.90,16.95,118.90,29.40,30.20,28.70,30.60,47.66,80.69,37.26,28.25,41.80,13.85,-505,-580,-580,-520,-714,+390,+390,+475,+410,+390
323,2019-12-06,MIL,LAC,119,91,19-3,16-6,121.09,29.41,30.32,30.14,31.00,48.35,71.88,35.27,25.59,51.82,14.50,115.50,28.05,28.23,28.64,30.14,46.05,77.53,36.02,23.45,49.09,15.45,-182,-175,-175,-200,-160,+155,+155,+140,+162,+170
324,2019-12-06,SAN,SAC,105,104,8-14,8-12,111.95,26.09,28.36,29.86,26.73,46.64,78.21,35.33,24.55,45.73,13.27,104.90,26.60,26.55,25.25,26.00,44.78,77.69,35.06,22.85,41.80,15.05,-183,-180,-180,-180,-189,+160,+160,+151,+163,+160
325,2019-12-06,POR,LAL,113,136,9-13,19-3,113.45,27.86,27.00,28.64,27.73,45.47,81.38,36.92,20.32,46.64,13.55,112.27,28.41,29.00,28.82,25.32,48.28,73.40,36.09,26.45,45.45,14.50,+167,+185,+185,+175,+130,-225,-225,-150,-192,-205
326,2019-12-07,DAL,NOP,130,84,15-6,6-16,117.95,29.76,30.57,29.67,27.62,46.24,77.72,36.12,24.33,47.81,12.38,114.50,29.59,27.68,28.05,28.64,45.36,73.74,37.88,24.91,44.77,15.86,-450,-470,-470,-480,-379,+335,+335,+318,+350,+365
327,2019-12-07,PHI,CLE,141,94,15-7,5-16,108.77,28.82,26.55,27.95,24.91,46.89,74.80,36.21,26.05,46.27,16.05,103.33,25.33,24.19,26.76,27.05,43.52,77.65,33.93,20.43,44.00,14.57,-660,-750,-750,-650,-769,+475,+475,+505,+485,+470
328,2019-12-07,NY,IND,103,104,4-18,14-8,100.50,23.95,26.14,26.05,24.36,42.22,67.32,35.76,19.77,44.14,14.82,109.45,25.55,28.27,28.86,25.95,47.25,81.68,36.72,24.77,44.18,13.32,+190,+195,+195,+180,+200,-235,-235,-250,-220,-220
329,2019-12-07,HOU,PHO,115,109,14-7,10-11,120.81,28.14,31.81,30.76,27.67,44.51,79.23,34.36,22.00,48.10,15.29,115.57,29.38,27.14,29.43,28.38,46.26,81.08,36.55,28.19,42.10,13.90,-800,-750,-750,-750,-525,+475,+475,+430,+550,+525
330,2019-12-07,UTA,MEM,126,112,12-10,6-15,105.68,26.68,24.73,28.32,25.95,44.86,76.65,37.66,20.95,45.27,15.59,108.52,28.24,26.38,26.52,26.71,44.88,77.56,34.55,26.48,45.57,15.38,-800,-800,-800,-790,-900,+500,+500,+675,+550,+545
331,2019-12-08,BKN,DEN,105,102,12-10,14-6,112.95,27.82,29.14,28.59,26.32,45.29,74.37,35.39,24.41,47.18,15.36,106.70,25.95,26.55,26.60,26.10,44.87,73.88,34.83,26.10,46.70,13.20,+156,+165,+165,+155,+140,-190,-190,-160,-176,-175
332,2019-12-08,CHR,ATL,107,122,9-15,5-17,105.38,27.50,27.88,25.71,23.92,44.61,73.77,36.71,24.17,41.63,15.25,108.05,25.64,27.95,26.45,27.27,45.31,74.62,31.21,23.27,41.73,17.18,-132,-130,-130,-125,-150,+110,+110,+130,+112,+105
333,2019-12-08,MIA,CHI,110,105,16-6,8-15,111.00,29.55,27.95,26.05,26.41,47.46,75.85,38.72,25.09,45.14,16.73,106.00,26.48,26.43,26.52,26.57,42.59,74.72,35.09,22.74,43.57,15.00,-310,-320,-320,-290,-300,+260,+260,+240,+250,+245
334,2019-12-08,WAS,LAC,119,135,7-14,16-7,118.14,29.33,30.52,28.29,30.00,47.44,81.10,36.91,28.29,41.67,13.71,114.43,27.48,28.22,28.22,30.09,45.56,77.91,35.55,23.22,49.04,15.70,+375,+325,+325,+335,+290,-450,-450,-385,-475,-430
335,2019-12-08,PHI,TOR,110,104,16-7,15-6,110.17,29.13,27.17,28.09,25.26,47.63,74.58,36.44,26.78,46.48,15.70,112.90,26.71,29.38,29.86,26.24,45.77,80.59,38.88,25.81,46.14,14.38,-140,-150,-150,-150,-140,+130,+130,+120,+120,+130
336,2019-12-08,DAL,SAC,106,110,16-6,8-13,118.50,29.82,30.68,30.14,27.55,46.56,77.87,36.04,24.36,48.14,12.36,104.86,26.14,26.48,25.48,26.10,44.47,77.94,34.66,22.67,42.29,15.00,-410,-450,-450,-400,-314,+325,+325,+269,+325,+315
